Test ID,Test Suite,Test Case Name,Execution Time (ms),Status
SEL-0354,WebE2ETest,Dashboard_LoadData_variation_354,1644,PASSED
SEL-0355,WebE2ETest,Settings_ToggleDarkMode_variation_355,4424,PASSED
SEL-0356,WebE2ETest,Profile_UpdateAvatar_variation_356,2419,PASSED
SEL-0357,WebE2ETest,Logout_Success_variation_357,2516,PASSED
SEL-0358,WebE2ETest,Profile_UpdateAvatar_variation_358,4450,PASSED
SEL-0359,WebE2ETest,Logout_Success_variation_359,2611,PASSED
SEL-0360,WebE2ETest,Login_InvalidPassword_variation_360,3841,PASSED
SEL-0361,WebE2ETest,Logout_Success_variation_361,1989,PASSED
SEL-0362,WebE2ETest,Settings_ToggleDarkMode_variation_362,4257,PASSED
SEL-0363,WebE2ETest,Login_ValidUser_variation_363,2234,PASSED
SEL-0364,WebE2ETest,Search_DonorByBloodGroup_variation_364,3612,PASSED
SEL-0365,WebE2ETest,Login_ValidUser_variation_365,3142,PASSED
SEL-0366,WebE2ETest,Login_InvalidPassword_variation_366,3405,PASSED
SEL-0367,WebE2ETest,Request_SubmitEmergency_variation_367,2772,PASSED
SEL-0368,WebE2ETest,Logout_Success_variation_368,1853,PASSED
SEL-0369,WebE2ETest,Settings_ToggleDarkMode_variation_369,3370,PASSED
SEL-0370,WebE2ETest,Login_ValidUser_variation_370,3011,PASSED
SEL-0371,WebE2ETest,Search_DonorByBloodGroup_variation_371,2694,PASSED
SEL-0372,WebE2ETest,Request_SubmitEmergency_variation_372,4050,PASSED
SEL-0373,WebE2ETest,Search_DonorByBloodGroup_variation_373,3400,PASSED
SEL-0374,WebE2ETest,Logout_Success_variation_374,3923,PASSED
SEL-0375,WebE2ETest,Notifications_ClearAll_variation_375,2300,PASSED
SEL-0376,WebE2ETest,Settings_ToggleDarkMode_variation_376,2504,PASSED
SEL-0377,WebE2ETest,Dashboard_LoadData_variation_377,1526,PASSED
SEL-0378,WebE2ETest,Profile_UpdateAvatar_variation_378,1597,PASSED
SEL-0379,WebE2ETest,Search_DonorByBloodGroup_variation_379,3718,PASSED
SEL-0380,WebE2ETest,Logout_Success_variation_380,4104,PASSED
SEL-0381,WebE2ETest,Login_ValidUser_variation_381,2872,PASSED
SEL-0382,WebE2ETest,Login_ValidUser_variation_382,4192,PASSED
SEL-0383,WebE2ETest,Profile_UpdateAvatar_variation_383,4478,PASSED
SEL-0384,WebE2ETest,Request_SubmitEmergency_variation_384,1925,PASSED
SEL-0385,WebE2ETest,Search_DonorByBloodGroup_variation_385,3670,PASSED
SEL-0386,WebE2ETest,Search_DonorByBloodGroup_variation_386,3219,PASSED
SEL-0387,WebE2ETest,Notifications_ClearAll_variation_387,1745,PASSED
SEL-0388,WebE2ETest,Dashboard_LoadData_variation_388,4414,PASSED
SEL-0389,WebE2ETest,Request_SubmitEmergency_variation_389,1881,PASSED
SEL-0390,WebE2ETest,Login_ValidUser_variation_390,2448,PASSED
SEL-0391,WebE2ETest,Settings_ToggleDarkMode_variation_391,3191,PASSED
SEL-0392,WebE2ETest,Logout_Success_variation_392,3377,PASSED
SEL-0393,WebE2ETest,Login_InvalidPassword_variation_393,3878,PASSED
SEL-0394,WebE2ETest,Login_InvalidPassword_variation_394,3570,PASSED
SEL-0395,WebE2ETest,Dashboard_LoadData_variation_395,4110,PASSED
SEL-0396,WebE2ETest,Profile_UpdateAvatar_variation_396,1806,PASSED
SEL-0397,WebE2ETest,Login_ValidUser_variation_397,3281,PASSED
SEL-0398,WebE2ETest,Dashboard_LoadData_variation_398,2469,PASSED
SEL-0399,WebE2ETest,Request_SubmitEmergency_variation_399,2569,PASSED
SEL-0400,WebE2ETest,Logout_Success_variation_400,3109,PASSED
SEL-0401,WebE2ETest,Logout_Success_variation_401,2802,PASSED
SEL-0402,WebE2ETest,Notifications_ClearAll_variation_402,2613,PASSED
SEL-0403,WebE2ETest,Search_DonorByBloodGroup_variation_403,1805,PASSED
SEL-0404,WebE2ETest,Search_DonorByBloodGroup_variation_404,2057,PASSED
SEL-0405,WebE2ETest,Login_InvalidPassword_variation_405,2136,PASSED
SEL-0406,WebE2ETest,Login_InvalidPassword_variation_406,2173,PASSED
SEL-0407,WebE2ETest,Notifications_ClearAll_variation_407,3408,PASSED
SEL-0408,WebE2ETest,Logout_Success_variation_408,3165,PASSED
SEL-0409,WebE2ETest,Login_InvalidPassword_variation_409,3695,PASSED
SEL-0410,WebE2ETest,Logout_Success_variation_410,2350,PASSED
SEL-0411,WebE2ETest,Notifications_ClearAll_variation_411,2762,PASSED
SEL-0412,WebE2ETest,Notifications_ClearAll_variation_412,2585,PASSED
SEL-0413,WebE2ETest,Login_InvalidPassword_variation_413,1870,PASSED
SEL-0414,WebE2ETest,Dashboard_LoadData_variation_414,4310,PASSED
SEL-0415,WebE2ETest,Request_SubmitEmergency_variation_415,4386,PASSED
SEL-0416,WebE2ETest,Login_ValidUser_variation_416,2380,PASSED
SEL-0417,WebE2ETest,Logout_Success_variation_417,2107,PASSED
SEL-0418,WebE2ETest,Login_InvalidPassword_variation_418,4412,PASSED
SEL-0419,WebE2ETest,Search_DonorByBloodGroup_variation_419,2957,PASSED
SEL-0420,WebE2ETest,Profile_UpdateAvatar_variation_420,3603,PASSED
SEL-0421,WebE2ETest,Login_ValidUser_variation_421,4273,PASSED
SEL-0422,WebE2ETest,Request_SubmitEmergency_variation_422,2565,PASSED
SEL-0423,WebE2ETest,Dashboard_LoadData_variation_423,1627,PASSED
SEL-0424,WebE2ETest,Profile_UpdateAvatar_variation_424,3352,PASSED
SEL-0425,WebE2ETest,Settings_ToggleDarkMode_variation_425,3753,PASSED
SEL-0426,WebE2ETest,Search_DonorByBloodGroup_variation_426,1887,PASSED
SEL-0427,WebE2ETest,Notifications_ClearAll_variation_427,1917,PASSED
SEL-0428,WebE2ETest,Dashboard_LoadData_variation_428,1997,PASSED
SEL-0429,WebE2ETest,Login_ValidUser_variation_429,1752,PASSED
SEL-0430,WebE2ETest,Search_DonorByBloodGroup_variation_430,2035,PASSED
SEL-0431,WebE2ETest,Search_DonorByBloodGroup_variation_431,3140,PASSED
SEL-0432,WebE2ETest,Logout_Success_variation_432,4311,PASSED
SEL-0433,WebE2ETest,Login_InvalidPassword_variation_433,3885,PASSED
SEL-0434,WebE2ETest,Request_SubmitEmergency_variation_434,1807,PASSED
SEL-0435,WebE2ETest,Login_ValidUser_variation_435,1764,PASSED
SEL-0436,WebE2ETest,Search_DonorByBloodGroup_variation_436,4145,PASSED
SEL-0437,WebE2ETest,Notifications_ClearAll_variation_437,2027,PASSED
SEL-0438,WebE2ETest,Login_InvalidPassword_variation_438,2858,PASSED
SEL-0439,WebE2ETest,Login_InvalidPassword_variation_439,1674,PASSED
SEL-0440,WebE2ETest,Notifications_ClearAll_variation_440,1707,PASSED
SEL-0441,WebE2ETest,Dashboard_LoadData_variation_441,3850,PASSED
SEL-0442,WebE2ETest,Profile_UpdateAvatar_variation_442,4467,PASSED
SEL-0443,WebE2ETest,Profile_UpdateAvatar_variation_443,3532,PASSED
SEL-0444,WebE2ETest,Login_ValidUser_variation_444,3067,PASSED
SEL-0445,WebE2ETest,Profile_UpdateAvatar_variation_445,2207,PASSED
SEL-0446,WebE2ETest,Logout_Success_variation_446,2379,PASSED
SEL-0447,WebE2ETest,Dashboard_LoadData_variation_447,2626,PASSED
SEL-0448,WebE2ETest,Request_SubmitEmergency_variation_448,3326,PASSED
SEL-0449,WebE2ETest,Dashboard_LoadData_variation_449,1641,PASSED
SEL-0450,WebE2ETest,Search_DonorByBloodGroup_variation_450,4151,PASSED
SEL-0451,WebE2ETest,Request_SubmitEmergency_variation_451,3543,PASSED
SEL-0452,WebE2ETest,Profile_UpdateAvatar_variation_452,3755,PASSED
SEL-0453,WebE2ETest,Notifications_ClearAll_variation_453,1749,PASSED
SEL-0454,WebE2ETest,Login_InvalidPassword_variation_454,2645,PASSED
SEL-0455,WebE2ETest,Profile_UpdateAvatar_variation_455,2062,PASSED
SEL-0456,WebE2ETest,Profile_UpdateAvatar_variation_456,2316,PASSED
SEL-0457,WebE2ETest,Settings_ToggleDarkMode_variation_457,2520,PASSED
SEL-0458,WebE2ETest,Settings_ToggleDarkMode_variation_458,1579,PASSED
SEL-0459,WebE2ETest,Profile_UpdateAvatar_variation_459,4421,PASSED
SEL-0460,WebE2ETest,Logout_Success_variation_460,3464,PASSED
SEL-0461,WebE2ETest,Settings_ToggleDarkMode_variation_461,3485,PASSED
SEL-0462,WebE2ETest,Logout_Success_variation_462,3816,PASSED
SEL-0463,WebE2ETest,Settings_ToggleDarkMode_variation_463,2817,PASSED
SEL-0464,WebE2ETest,Profile_UpdateAvatar_variation_464,2607,PASSED
SEL-0465,WebE2ETest,Dashboard_LoadData_variation_465,1606,PASSED
SEL-0466,WebE2ETest,Logout_Success_variation_466,3945,PASSED
SEL-0467,WebE2ETest,Search_DonorByBloodGroup_variation_467,1620,PASSED
SEL-0468,WebE2ETest,Request_SubmitEmergency_variation_468,1739,PASSED
SEL-0469,WebE2ETest,Notifications_ClearAll_variation_469,3668,PASSED
SEL-0470,WebE2ETest,Logout_Success_variation_470,3892,PASSED
SEL-0471,WebE2ETest,Search_DonorByBloodGroup_variation_471,2153,PASSED
SEL-0472,WebE2ETest,Login_InvalidPassword_variation_472,2515,PASSED
SEL-0473,WebE2ETest,Search_DonorByBloodGroup_variation_473,2591,PASSED
SEL-0474,WebE2ETest,Settings_ToggleDarkMode_variation_474,1729,PASSED
SEL-0475,WebE2ETest,Search_DonorByBloodGroup_variation_475,3858,PASSED
SEL-0476,WebE2ETest,Profile_UpdateAvatar_variation_476,2953,PASSED
SEL-0477,WebE2ETest,Dashboard_LoadData_variation_477,2221,PASSED
SEL-0478,WebE2ETest,Search_DonorByBloodGroup_variation_478,3926,PASSED
SEL-0479,WebE2ETest,Logout_Success_variation_479,4357,PASSED
SEL-0480,WebE2ETest,Logout_Success_variation_480,3923,PASSED
SEL-0481,WebE2ETest,Login_ValidUser_variation_481,4381,PASSED
SEL-0482,WebE2ETest,Logout_Success_variation_482,3825,PASSED
SEL-0483,WebE2ETest,Dashboard_LoadData_variation_483,3806,PASSED
SEL-0484,WebE2ETest,Search_DonorByBloodGroup_variation_484,3516,PASSED
SEL-0485,WebE2ETest,Settings_ToggleDarkMode_variation_485,2765,PASSED
SEL-0486,WebE2ETest,Dashboard_LoadData_variation_486,3508,PASSED
SEL-0487,WebE2ETest,Login_ValidUser_variation_487,1869,PASSED
SEL-0488,WebE2ETest,Login_ValidUser_variation_488,2452,PASSED
SEL-0489,WebE2ETest,Search_DonorByBloodGroup_variation_489,1581,PASSED
SEL-0490,WebE2ETest,Settings_ToggleDarkMode_variation_490,3457,PASSED
SEL-0491,WebE2ETest,Login_ValidUser_variation_491,2858,PASSED
SEL-0492,WebE2ETest,Search_DonorByBloodGroup_variation_492,2034,PASSED
SEL-0493,WebE2ETest,Logout_Success_variation_493,4436,PASSED
SEL-0494,WebE2ETest,Dashboard_LoadData_variation_494,2825,PASSED
SEL-0495,WebE2ETest,Login_ValidUser_variation_495,1589,PASSED
SEL-0496,WebE2ETest,Dashboard_LoadData_variation_496,3902,PASSED
SEL-0497,WebE2ETest,Dashboard_LoadData_variation_497,1954,PASSED
SEL-0498,WebE2ETest,Settings_ToggleDarkMode_variation_498,2994,PASSED
SEL-0499,WebE2ETest,Login_InvalidPassword_variation_499,3030,PASSED
SEL-0500,WebE2ETest,Profile_UpdateAvatar_variation_500,3900,PASSED
SEL-0501,WebE2ETest,Login_InvalidPassword_variation_501,2878,PASSED
SEL-0502,WebE2ETest,Request_SubmitEmergency_variation_502,2821,PASSED
SEL-0503,WebE2ETest,Dashboard_LoadData_variation_503,2145,PASSED
SEL-0504,WebE2ETest,Profile_UpdateAvatar_variation_504,4118,PASSED
SEL-0505,WebE2ETest,Notifications_ClearAll_variation_505,4159,PASSED
SEL-0506,WebE2ETest,Logout_Success_variation_506,2213,PASSED
SEL-0507,WebE2ETest,Settings_ToggleDarkMode_variation_507,4340,PASSED
SEL-0508,WebE2ETest,Logout_Success_variation_508,2414,PASSED
SEL-0509,WebE2ETest,Dashboard_LoadData_variation_509,3049,PASSED
SEL-0510,WebE2ETest,Request_SubmitEmergency_variation_510,4320,PASSED
SEL-0511,WebE2ETest,Request_SubmitEmergency_variation_511,2021,PASSED
SEL-0512,WebE2ETest,Dashboard_LoadData_variation_512,4485,PASSED
SEL-0513,WebE2ETest,Login_ValidUser_variation_513,4375,PASSED
SEL-0514,WebE2ETest,Profile_UpdateAvatar_variation_514,3824,PASSED
SEL-0515,WebE2ETest,Login_ValidUser_variation_515,2245,PASSED
SEL-0516,WebE2ETest,Logout_Success_variation_516,4004,PASSED
SEL-0517,WebE2ETest,Search_DonorByBloodGroup_variation_517,4119,PASSED
SEL-0518,WebE2ETest,Login_InvalidPassword_variation_518,3532,PASSED
SEL-0519,WebE2ETest,Dashboard_LoadData_variation_519,2856,PASSED
SEL-0520,WebE2ETest,Login_InvalidPassword_variation_520,2474,PASSED
SEL-0521,WebE2ETest,Logout_Success_variation_521,2808,PASSED
SEL-0522,WebE2ETest,Dashboard_LoadData_variation_522,4105,PASSED
SEL-0523,WebE2ETest,Login_InvalidPassword_variation_523,4403,PASSED
SEL-0524,WebE2ETest,Logout_Success_variation_524,3329,PASSED
SEL-0525,WebE2ETest,Login_ValidUser_variation_525,2586,PASSED
SEL-0526,WebE2ETest,Search_DonorByBloodGroup_variation_526,2522,PASSED
SEL-0527,WebE2ETest,Login_InvalidPassword_variation_527,2935,PASSED
SEL-0528,WebE2ETest,Request_SubmitEmergency_variation_528,1942,PASSED
SEL-0529,WebE2ETest,Login_ValidUser_variation_529,1697,PASSED
SEL-0530,WebE2ETest,Profile_UpdateAvatar_variation_530,3294,PASSED
SEL-0531,WebE2ETest,Profile_UpdateAvatar_variation_531,2181,PASSED
SEL-0532,WebE2ETest,Profile_UpdateAvatar_variation_532,3519,PASSED
SEL-0533,WebE2ETest,Profile_UpdateAvatar_variation_533,2938,PASSED
SEL-0534,WebE2ETest,Settings_ToggleDarkMode_variation_534,3037,PASSED
SEL-0535,WebE2ETest,Login_InvalidPassword_variation_535,3463,PASSED
SEL-0536,WebE2ETest,Search_DonorByBloodGroup_variation_536,2166,PASSED
SEL-0537,WebE2ETest,Notifications_ClearAll_variation_537,1801,PASSED
SEL-0538,WebE2ETest,Login_ValidUser_variation_538,2707,PASSED
SEL-0539,WebE2ETest,Login_ValidUser_variation_539,2805,PASSED
SEL-0540,WebE2ETest,Request_SubmitEmergency_variation_540,1928,PASSED
SEL-0541,WebE2ETest,Login_InvalidPassword_variation_541,2900,PASSED
SEL-0542,WebE2ETest,Dashboard_LoadData_variation_542,3037,PASSED
SEL-0543,WebE2ETest,Dashboard_LoadData_variation_543,4498,PASSED
SEL-0544,WebE2ETest,Login_InvalidPassword_variation_544,3740,PASSED
SEL-0545,WebE2ETest,Login_InvalidPassword_variation_545,2884,PASSED
SEL-0546,WebE2ETest,Notifications_ClearAll_variation_546,4385,PASSED
SEL-0547,WebE2ETest,Login_ValidUser_variation_547,3266,PASSED
SEL-0548,WebE2ETest,Dashboard_LoadData_variation_548,3987,PASSED
SEL-0549,WebE2ETest,Profile_UpdateAvatar_variation_549,2143,PASSED
SEL-0550,WebE2ETest,Login_ValidUser_variation_550,1914,PASSED
SEL-0551,WebE2ETest,Logout_Success_variation_551,2341,PASSED
SEL-0552,WebE2ETest,Search_DonorByBloodGroup_variation_552,3176,PASSED
SEL-0553,WebE2ETest,Settings_ToggleDarkMode_variation_553,4457,PASSED
SEL-0554,WebE2ETest,Settings_ToggleDarkMode_variation_554,2586,PASSED
SEL-0555,WebE2ETest,Request_SubmitEmergency_variation_555,2718,PASSED
SEL-0556,WebE2ETest,Search_DonorByBloodGroup_variation_556,1892,PASSED
SEL-0557,WebE2ETest,Login_ValidUser_variation_557,3109,PASSED
SEL-0558,WebE2ETest,Settings_ToggleDarkMode_variation_558,3510,PASSED
SEL-0559,WebE2ETest,Dashboard_LoadData_variation_559,1723,PASSED
SEL-0560,WebE2ETest,Logout_Success_variation_560,1515,PASSED
SEL-0561,WebE2ETest,Profile_UpdateAvatar_variation_561,1858,PASSED
SEL-0562,WebE2ETest,Request_SubmitEmergency_variation_562,4211,PASSED
SEL-0563,WebE2ETest,Notifications_ClearAll_variation_563,2317,PASSED
SEL-0564,WebE2ETest,Login_InvalidPassword_variation_564,1605,PASSED
SEL-0565,WebE2ETest,Search_DonorByBloodGroup_variation_565,2199,PASSED
SEL-0566,WebE2ETest,Request_SubmitEmergency_variation_566,1835,PASSED
SEL-0567,WebE2ETest,Notifications_ClearAll_variation_567,1973,PASSED
SEL-0568,WebE2ETest,Request_SubmitEmergency_variation_568,3128,PASSED
SEL-0569,WebE2ETest,Notifications_ClearAll_variation_569,3503,PASSED
SEL-0570,WebE2ETest,Request_SubmitEmergency_variation_570,1873,PASSED
SEL-0571,WebE2ETest,Settings_ToggleDarkMode_variation_571,3087,PASSED
SEL-0572,WebE2ETest,Dashboard_LoadData_variation_572,3019,PASSED
SEL-0573,WebE2ETest,Profile_UpdateAvatar_variation_573,3013,PASSED
SEL-0574,WebE2ETest,Dashboard_LoadData_variation_574,3325,PASSED
SEL-0575,WebE2ETest,Login_ValidUser_variation_575,2578,PASSED
SEL-0576,WebE2ETest,Notifications_ClearAll_variation_576,3404,PASSED
SEL-0577,WebE2ETest,Request_SubmitEmergency_variation_577,2426,PASSED
SEL-0578,WebE2ETest,Request_SubmitEmergency_variation_578,3811,PASSED
SEL-0579,WebE2ETest,Login_ValidUser_variation_579,2119,PASSED
SEL-0580,WebE2ETest,Login_InvalidPassword_variation_580,1851,PASSED
SEL-0581,WebE2ETest,Logout_Success_variation_581,3717,PASSED
SEL-0582,WebE2ETest,Profile_UpdateAvatar_variation_582,3915,PASSED
SEL-0583,WebE2ETest,Search_DonorByBloodGroup_variation_583,3767,PASSED
SEL-0584,WebE2ETest,Login_ValidUser_variation_584,3085,PASSED
SEL-0585,WebE2ETest,Settings_ToggleDarkMode_variation_585,3214,PASSED
SEL-0586,WebE2ETest,Settings_ToggleDarkMode_variation_586,4314,PASSED
SEL-0587,WebE2ETest,Notifications_ClearAll_variation_587,3845,PASSED
SEL-0588,WebE2ETest,Search_DonorByBloodGroup_variation_588,3450,PASSED
SEL-0589,WebE2ETest,Request_SubmitEmergency_variation_589,1823,PASSED
SEL-0590,WebE2ETest,Profile_UpdateAvatar_variation_590,4425,PASSED
SEL-0591,WebE2ETest,Login_ValidUser_variation_591,3556,PASSED
SEL-0592,WebE2ETest,Settings_ToggleDarkMode_variation_592,3840,PASSED
SEL-0593,WebE2ETest,Dashboard_LoadData_variation_593,1992,PASSED
SEL-0594,WebE2ETest,Notifications_ClearAll_variation_594,2208,PASSED
SEL-0595,WebE2ETest,Dashboard_LoadData_variation_595,2367,PASSED
SEL-0596,WebE2ETest,Search_DonorByBloodGroup_variation_596,2016,PASSED
SEL-0597,WebE2ETest,Login_ValidUser_variation_597,3234,PASSED
SEL-0598,WebE2ETest,Login_InvalidPassword_variation_598,4298,PASSED
SEL-0599,WebE2ETest,Profile_UpdateAvatar_variation_599,2327,PASSED
SEL-0600,WebE2ETest,Dashboard_LoadData_variation_600,3937,PASSED
SEL-0601,WebE2ETest,Request_SubmitEmergency_variation_601,2809,PASSED
SEL-0602,WebE2ETest,Login_InvalidPassword_variation_602,1856,PASSED
SEL-0603,WebE2ETest,Profile_UpdateAvatar_variation_603,3778,PASSED
SEL-0604,WebE2ETest,Profile_UpdateAvatar_variation_604,3761,PASSED
SEL-0605,WebE2ETest,Logout_Success_variation_605,2631,PASSED
SEL-0606,WebE2ETest,Settings_ToggleDarkMode_variation_606,3376,PASSED
SEL-0607,WebE2ETest,Login_ValidUser_variation_607,4368,PASSED
SEL-0608,WebE2ETest,Settings_ToggleDarkMode_variation_608,3218,PASSED
SEL-0609,WebE2ETest,Login_InvalidPassword_variation_609,3197,PASSED
SEL-0610,WebE2ETest,Dashboard_LoadData_variation_610,2107,PASSED
SEL-0611,WebE2ETest,Login_InvalidPassword_variation_611,1932,PASSED
SEL-0612,WebE2ETest,Login_InvalidPassword_variation_612,2671,PASSED
SEL-0613,WebE2ETest,Settings_ToggleDarkMode_variation_613,2908,PASSED
SEL-0614,WebE2ETest,Profile_UpdateAvatar_variation_614,2581,PASSED
SEL-0615,WebE2ETest,Profile_UpdateAvatar_variation_615,4182,PASSED
SEL-0616,WebE2ETest,Notifications_ClearAll_variation_616,3843,PASSED
SEL-0617,WebE2ETest,Notifications_ClearAll_variation_617,1653,PASSED
SEL-0618,WebE2ETest,Dashboard_LoadData_variation_618,2628,PASSED
SEL-0619,WebE2ETest,Profile_UpdateAvatar_variation_619,2089,PASSED
SEL-0620,WebE2ETest,Profile_UpdateAvatar_variation_620,1658,PASSED
SEL-0621,WebE2ETest,Profile_UpdateAvatar_variation_621,2857,PASSED
SEL-0622,WebE2ETest,Search_DonorByBloodGroup_variation_622,1701,PASSED
SEL-0623,WebE2ETest,Notifications_ClearAll_variation_623,2600,PASSED
SEL-0624,WebE2ETest,Logout_Success_variation_624,1582,PASSED
SEL-0625,WebE2ETest,Logout_Success_variation_625,2741,PASSED
SEL-0626,WebE2ETest,Request_SubmitEmergency_variation_626,2648,PASSED
SEL-0627,WebE2ETest,Notifications_ClearAll_variation_627,4351,PASSED
SEL-0628,WebE2ETest,Login_InvalidPassword_variation_628,2433,PASSED
SEL-0629,WebE2ETest,Dashboard_LoadData_variation_629,2730,PASSED
SEL-0630,WebE2ETest,Notifications_ClearAll_variation_630,2814,PASSED
SEL-0631,WebE2ETest,Request_SubmitEmergency_variation_631,4485,PASSED
SEL-0632,WebE2ETest,Profile_UpdateAvatar_variation_632,3977,PASSED
SEL-0633,WebE2ETest,Login_InvalidPassword_variation_633,2269,PASSED
SEL-0634,WebE2ETest,Notifications_ClearAll_variation_634,2365,PASSED
SEL-0635,WebE2ETest,Profile_UpdateAvatar_variation_635,3484,PASSED
SEL-0636,WebE2ETest,Settings_ToggleDarkMode_variation_636,3031,PASSED
SEL-0637,WebE2ETest,Login_ValidUser_variation_637,3610,PASSED
SEL-0638,WebE2ETest,Dashboard_LoadData_variation_638,1768,PASSED
SEL-0639,WebE2ETest,Request_SubmitEmergency_variation_639,4406,PASSED
SEL-0640,WebE2ETest,Settings_ToggleDarkMode_variation_640,3152,PASSED
SEL-0641,WebE2ETest,Dashboard_LoadData_variation_641,3647,PASSED
SEL-0642,WebE2ETest,Login_ValidUser_variation_642,2211,PASSED
SEL-0643,WebE2ETest,Search_DonorByBloodGroup_variation_643,2322,PASSED
SEL-0644,WebE2ETest,Login_ValidUser_variation_644,2521,PASSED
SEL-0645,WebE2ETest,Login_ValidUser_variation_645,3369,PASSED
SEL-0646,WebE2ETest,Login_ValidUser_variation_646,2976,PASSED
SEL-0647,WebE2ETest,Search_DonorByBloodGroup_variation_647,2622,PASSED
SEL-0648,WebE2ETest,Logout_Success_variation_648,3401,PASSED
SEL-0649,WebE2ETest,Settings_ToggleDarkMode_variation_649,3125,PASSED
SEL-0650,WebE2ETest,Login_InvalidPassword_variation_650,4290,PASSED
SEL-0651,WebE2ETest,Login_ValidUser_variation_651,2490,PASSED
SEL-0652,WebE2ETest,Logout_Success_variation_652,3502,PASSED
SEL-0653,WebE2ETest,Notifications_ClearAll_variation_653,2227,PASSED
SEL-0654,WebE2ETest,Notifications_ClearAll_variation_654,3903,PASSED
SEL-0655,WebE2ETest,Settings_ToggleDarkMode_variation_655,2932,PASSED
SEL-0656,WebE2ETest,Logout_Success_variation_656,2169,PASSED
SEL-0657,WebE2ETest,Request_SubmitEmergency_variation_657,4321,PASSED
SEL-0658,WebE2ETest,Login_InvalidPassword_variation_658,2667,PASSED
SEL-0659,WebE2ETest,Login_ValidUser_variation_659,3083,PASSED
SEL-0660,WebE2ETest,Login_ValidUser_variation_660,2167,PASSED
SEL-0661,WebE2ETest,Search_DonorByBloodGroup_variation_661,2406,PASSED
SEL-0662,WebE2ETest,Search_DonorByBloodGroup_variation_662,4275,PASSED
SEL-0663,WebE2ETest,Search_DonorByBloodGroup_variation_663,2602,PASSED
SEL-0664,WebE2ETest,Profile_UpdateAvatar_variation_664,3602,PASSED
SEL-0665,WebE2ETest,Login_ValidUser_variation_665,4294,PASSED
SEL-0666,WebE2ETest,Login_ValidUser_variation_666,3441,PASSED
SEL-0667,WebE2ETest,Dashboard_LoadData_variation_667,4151,PASSED
SEL-0668,WebE2ETest,Dashboard_LoadData_variation_668,3962,PASSED
SEL-0669,WebE2ETest,Login_ValidUser_variation_669,2416,PASSED
SEL-0670,WebE2ETest,Request_SubmitEmergency_variation_670,3991,PASSED
SEL-0671,WebE2ETest,Request_SubmitEmergency_variation_671,4419,PASSED
SEL-0672,WebE2ETest,Request_SubmitEmergency_variation_672,3235,PASSED
SEL-0673,WebE2ETest,Profile_UpdateAvatar_variation_673,2928,PASSED
SEL-0674,WebE2ETest,Notifications_ClearAll_variation_674,2532,PASSED
SEL-0675,WebE2ETest,Search_DonorByBloodGroup_variation_675,3411,PASSED
SEL-0676,WebE2ETest,Request_SubmitEmergency_variation_676,4273,PASSED
SEL-0677,WebE2ETest,Settings_ToggleDarkMode_variation_677,4054,PASSED
SEL-0678,WebE2ETest,Profile_UpdateAvatar_variation_678,3894,PASSED
SEL-0679,WebE2ETest,Login_InvalidPassword_variation_679,1530,PASSED
SEL-0680,WebE2ETest,Settings_ToggleDarkMode_variation_680,4213,PASSED
SEL-0681,WebE2ETest,Logout_Success_variation_681,3799,PASSED
SEL-0682,WebE2ETest,Request_SubmitEmergency_variation_682,2722,PASSED
SEL-0683,WebE2ETest,Login_InvalidPassword_variation_683,3473,PASSED
SEL-0684,WebE2ETest,Login_InvalidPassword_variation_684,2877,PASSED
SEL-0685,WebE2ETest,Request_SubmitEmergency_variation_685,4123,PASSED
SEL-0686,WebE2ETest,Logout_Success_variation_686,2634,PASSED
SEL-0687,WebE2ETest,Request_SubmitEmergency_variation_687,4187,PASSED
SEL-0688,WebE2ETest,Request_SubmitEmergency_variation_688,2271,PASSED
SEL-0689,WebE2ETest,Dashboard_LoadData_variation_689,3618,PASSED
SEL-0690,WebE2ETest,Search_DonorByBloodGroup_variation_690,1732,PASSED
SEL-0691,WebE2ETest,Profile_UpdateAvatar_variation_691,4205,PASSED
SEL-0692,WebE2ETest,Logout_Success_variation_692,4288,PASSED
SEL-0693,WebE2ETest,Dashboard_LoadData_variation_693,4454,PASSED
SEL-0694,WebE2ETest,Login_ValidUser_variation_694,4184,PASSED
SEL-0695,WebE2ETest,Notifications_ClearAll_variation_695,2710,PASSED
SEL-0696,WebE2ETest,Request_SubmitEmergency_variation_696,3214,PASSED
SEL-0697,WebE2ETest,Profile_UpdateAvatar_variation_697,3090,PASSED
SEL-0698,WebE2ETest,Login_ValidUser_variation_698,3888,PASSED
SEL-0699,WebE2ETest,Search_DonorByBloodGroup_variation_699,2905,PASSED
SEL-0700,WebE2ETest,Search_DonorByBloodGroup_variation_700,4311,PASSED
SEL-0701,WebE2ETest,Settings_ToggleDarkMode_variation_701,4114,PASSED
SEL-0702,WebE2ETest,Notifications_ClearAll_variation_702,4251,PASSED
SEL-0703,WebE2ETest,Logout_Success_variation_703,3577,PASSED
SEL-0704,WebE2ETest,Request_SubmitEmergency_variation_704,2196,PASSED
SEL-0705,WebE2ETest,Settings_ToggleDarkMode_variation_705,2241,PASSED
SEL-0706,WebE2ETest,Request_SubmitEmergency_variation_706,1899,PASSED
SEL-0707,WebE2ETest,Notifications_ClearAll_variation_707,2024,PASSED
SEL-0708,WebE2ETest,Request_SubmitEmergency_variation_708,4470,PASSED
